condition,metric,value
TR-Greedy,rouge1,0.0
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.0
TR-Greedy,length_ratio,54.5
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.04597701149425288
TR-Greedy,rouge2,0.023529411764705882
TR-Greedy,rougeL,0.04597701149425288
TR-Greedy,length_ratio,36.0
TR-Greedy,bleu,0.00836886020376377
TR-Greedy,rouge1,0.0
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.0
TR-Greedy,length_ratio,18.333333333333332
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.02222222222222222
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.02222222222222222
TR-Greedy,length_ratio,68.0
TR-Greedy,bleu,0.004562454050880755
TR-Greedy,rouge1,0.08450704225352113
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.07042253521126761
TR-Greedy,length_ratio,8.6
TR-Greedy,bleu,0.0035896057761679325
TR-Greedy,rouge1,0.08163265306122448
TR-Greedy,rouge2,0.0625
TR-Greedy,rougeL,0.08163265306122448
TR-Greedy,length_ratio,24.666666666666668
TR-Greedy,bleu,0.013499082584817912
TR-Greedy,rouge1,0.06185567010309278
TR-Greedy,rouge2,0.04210526315789474
TR-Greedy,rougeL,0.06185567010309278
TR-Greedy,length_ratio,39.0
TR-Greedy,bleu,0.00827096195706027
TR-Greedy,rouge1,0.06493506493506494
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.06493506493506494
TR-Greedy,length_ratio,10.11111111111111
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.08403361344537816
TR-Greedy,rouge2,0.06837606837606837
TR-Greedy,rougeL,0.08403361344537816
TR-Greedy,length_ratio,33.5
TR-Greedy,bleu,0.009244213267997516
TR-Greedy,rouge1,0.0
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.0
TR-Greedy,length_ratio,64.0
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.02469135802469136
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.01234567901234568
TR-Greedy,length_ratio,24.666666666666668
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.0
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.0
TR-Greedy,length_ratio,43.0
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.04210526315789474
TR-Greedy,rouge2,0.02150537634408602
TR-Greedy,rougeL,0.04210526315789474
TR-Greedy,length_ratio,29.5
TR-Greedy,bleu,0.004877178495671594
TR-Greedy,rouge1,0.0
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.0
TR-Greedy,length_ratio,40.0
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.0
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.0
TR-Greedy,length_ratio,28.0
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.1
TR-Greedy,rouge2,0.0847457627118644
TR-Greedy,rougeL,0.1
TR-Greedy,length_ratio,17.5
TR-Greedy,bleu,0.027497855348380153
TR-Greedy,rouge1,0.0
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.0
TR-Greedy,length_ratio,74.0
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.0
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.0
TR-Greedy,length_ratio,29.0
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.0
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.0
TR-Greedy,length_ratio,38.5
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.0
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.0
TR-Greedy,length_ratio,80.0
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.018181818181818184
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.018181818181818184
TR-Greedy,length_ratio,69.0
TR-Greedy,bleu,0.004135480978530135
TR-Greedy,rouge1,0.03053435114503817
TR-Greedy,rouge2,0.015503875968992246
TR-Greedy,rougeL,0.03053435114503817
TR-Greedy,length_ratio,40.0
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.0
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.0
TR-Greedy,length_ratio,40.0
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.035398230088495575
TR-Greedy,rouge2,0.018018018018018018
TR-Greedy,rougeL,0.035398230088495575
TR-Greedy,length_ratio,84.0
TR-Greedy,bleu,0.013362018310251366
TR-Greedy,rouge1,0.17054263565891473
TR-Greedy,rouge2,0.15748031496062995
TR-Greedy,rougeL,0.17054263565891473
TR-Greedy,length_ratio,14.333333333333334
TR-Greedy,bleu,0.04561440546192386
TR-Greedy,rouge1,0.015267175572519083
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.015267175572519083
TR-Greedy,length_ratio,32.0
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.0909090909090909
TR-Greedy,rouge2,0.06976744186046512
TR-Greedy,rougeL,0.0909090909090909
TR-Greedy,length_ratio,13.6
TR-Greedy,bleu,0.04111888448139769
TR-Greedy,rouge1,0.0
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.0
TR-Greedy,length_ratio,23.0
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.06015037593984962
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.03007518796992481
TR-Greedy,length_ratio,15.8
TR-Greedy,bleu,0.004497093806039355
TR-Greedy,rouge1,0.040268456375838924
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.040268456375838924
TR-Greedy,length_ratio,15.5
TR-Greedy,bleu,0.003948088062097438
TR-Greedy,rouge1,0.0
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.0
TR-Greedy,length_ratio,27.0
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.017543859649122806
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.017543859649122806
TR-Greedy,length_ratio,80.0
TR-Greedy,bleu,0.004040940081572238
TR-Greedy,rouge1,0.021052631578947368
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.021052631578947368
TR-Greedy,length_ratio,13.2
TR-Greedy,bleu,0.004810806860021259
TR-Greedy,rouge1,0.0
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.0
TR-Greedy,length_ratio,10.2
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.0
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.0
TR-Greedy,length_ratio,28.333333333333332
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.0
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.0
TR-Greedy,length_ratio,25.5
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.016666666666666666
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.016666666666666666
TR-Greedy,length_ratio,90.0
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.03636363636363636
TR-Greedy,rouge2,0.018518518518518517
TR-Greedy,rougeL,0.03636363636363636
TR-Greedy,length_ratio,39.0
TR-Greedy,bleu,0.007813930933626756
TR-Greedy,rouge1,0.0
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.0
TR-Greedy,length_ratio,80.0
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.4084507042253521
TR-Greedy,rouge2,0.4
TR-Greedy,rougeL,0.4084507042253521
TR-Greedy,length_ratio,4.05
TR-Greedy,bleu,0.2175352814208539
TR-Greedy,rouge1,0.09090909090909091
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.060606060606060615
TR-Greedy,length_ratio,13.666666666666666
TR-Greedy,bleu,0.004595405460985375
TR-Greedy,rouge1,0.059701492537313446
TR-Greedy,rouge2,0.03076923076923077
TR-Greedy,rougeL,0.059701492537313446
TR-Greedy,length_ratio,42.0
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.0
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.0
TR-Greedy,length_ratio,38.5
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.0
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.0
TR-Greedy,length_ratio,58.0
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.06451612903225806
TR-Greedy,rouge2,0.04395604395604395
TR-Greedy,rougeL,0.06451612903225806
TR-Greedy,length_ratio,56.0
TR-Greedy,bleu,0.005317343965184799
TR-Greedy,rouge1,0.0
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.0
TR-Greedy,length_ratio,81.0
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.04545454545454545
TR-Greedy,rouge2,0.03076923076923077
TR-Greedy,rougeL,0.04545454545454545
TR-Greedy,length_ratio,39.5
TR-Greedy,bleu,0.007728519957559892
TR-Greedy,rouge1,0.0
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.0
TR-Greedy,length_ratio,36.0
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.022988505747126436
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.022988505747126436
TR-Greedy,length_ratio,57.0
TR-Greedy,bleu,0.004877178495671594
TR-Greedy,rouge1,0.03571428571428571
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.03571428571428571
TR-Greedy,length_ratio,38.5
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.0
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.0
TR-Greedy,length_ratio,97.0
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.0
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.0
TR-Greedy,length_ratio,68.0
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.01680672268907563
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.01680672268907563
TR-Greedy,length_ratio,87.0
TR-Greedy,bleu,0.0034834959820232276
TR-Greedy,rouge1,0.0
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.0
TR-Greedy,length_ratio,26.666666666666668
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.0196078431372549
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.0196078431372549
TR-Greedy,length_ratio,69.0
TR-Greedy,bleu,0.0045043217474521864
TR-Greedy,rouge1,0.0
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.0
TR-Greedy,length_ratio,2.6666666666666665
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.0
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.0
TR-Greedy,length_ratio,63.0
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.03418803418803419
TR-Greedy,rouge2,0.017391304347826087
TR-Greedy,rougeL,0.03418803418803419
TR-Greedy,length_ratio,86.0
TR-Greedy,bleu,0.003518161903016947
TR-Greedy,rouge1,0.0
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.0
TR-Greedy,length_ratio,35.5
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.0
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.0
TR-Greedy,length_ratio,63.0
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.03773584905660377
TR-Greedy,rouge2,0.019230769230769232
TR-Greedy,rougeL,0.03773584905660377
TR-Greedy,length_ratio,67.0
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.055944055944055944
TR-Greedy,rouge2,0.042553191489361694
TR-Greedy,rougeL,0.055944055944055944
TR-Greedy,length_ratio,30.0
TR-Greedy,bleu,0.012358183493520256
TR-Greedy,rouge1,0.06315789473684211
TR-Greedy,rouge2,0.043010752688172046
TR-Greedy,rougeL,0.06315789473684211
TR-Greedy,length_ratio,62.0
TR-Greedy,bleu,0.004562454050880755
TR-Greedy,rouge1,0.10687022900763359
TR-Greedy,rouge2,0.07751937984496124
TR-Greedy,rougeL,0.0916030534351145
TR-Greedy,length_ratio,9.875
TR-Greedy,bleu,0.01407666434195057
TR-Greedy,rouge1,0.014705882352941176
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.014705882352941176
TR-Greedy,length_ratio,27.666666666666668
TR-Greedy,bleu,0.0035896057761679325
TR-Greedy,rouge1,0.019801980198019802
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.019801980198019802
TR-Greedy,length_ratio,21.333333333333332
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.0
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.0
TR-Greedy,length_ratio,71.0
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.0
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.0
TR-Greedy,length_ratio,46.5
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.015384615384615387
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.015384615384615387
TR-Greedy,length_ratio,17.4
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.0
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.0
TR-Greedy,length_ratio,77.0
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.03773584905660378
TR-Greedy,rouge2,0.01923076923076923
TR-Greedy,rougeL,0.03773584905660378
TR-Greedy,length_ratio,33.0
TR-Greedy,bleu,0.009366679862533846
TR-Greedy,rouge1,0.0
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.0
TR-Greedy,length_ratio,81.0
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.0
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.0
TR-Greedy,length_ratio,70.0
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.0
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.0
TR-Greedy,length_ratio,23.333333333333332
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.029850746268656723
TR-Greedy,rouge2,0.01515151515151515
TR-Greedy,rougeL,0.029850746268656723
TR-Greedy,length_ratio,22.25
TR-Greedy,bleu,0.006832348232585279
TR-Greedy,rouge1,0.08695652173913045
TR-Greedy,rouge2,0.07079646017699115
TR-Greedy,rougeL,0.08695652173913045
TR-Greedy,length_ratio,16.2
TR-Greedy,bleu,0.03617484192998389
TR-Greedy,rouge1,0.0
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.0
TR-Greedy,length_ratio,23.0
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.0
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.0
TR-Greedy,length_ratio,37.0
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.10218978102189782
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.072992700729927
TR-Greedy,length_ratio,10.625
TR-Greedy,bleu,0.004924179888646836
TR-Greedy,rouge1,0.0
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.0
TR-Greedy,length_ratio,55.0
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.06153846153846154
TR-Greedy,rouge2,0.046875
TR-Greedy,rougeL,0.06153846153846154
TR-Greedy,length_ratio,21.75
TR-Greedy,bleu,0.021386405729020397
TR-Greedy,rouge1,0.0
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.0
TR-Greedy,length_ratio,78.0
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.0
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.0
TR-Greedy,length_ratio,21.0
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.03773584905660378
TR-Greedy,rouge2,0.01923076923076923
TR-Greedy,rougeL,0.03773584905660378
TR-Greedy,length_ratio,38.5
TR-Greedy,bleu,0.007813930933626756
TR-Greedy,rouge1,0.0
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.0
TR-Greedy,length_ratio,59.0
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.017543859649122806
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.017543859649122806
TR-Greedy,length_ratio,86.0
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.01923076923076923
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.01923076923076923
TR-Greedy,length_ratio,67.0
TR-Greedy,bleu,0.004338486684248593
TR-Greedy,rouge1,0.06741573033707865
TR-Greedy,rouge2,0.04597701149425288
TR-Greedy,rougeL,0.06741573033707865
TR-Greedy,length_ratio,21.666666666666668
TR-Greedy,bleu,0.009244213267997516
TR-Greedy,rouge1,0.03809523809523809
TR-Greedy,rouge2,0.01941747572815534
TR-Greedy,rougeL,0.03809523809523809
TR-Greedy,length_ratio,33.5
TR-Greedy,bleu,0.00912490810176151
TR-Greedy,rouge1,0.0
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.0
TR-Greedy,length_ratio,32.5
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.0
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.0
TR-Greedy,length_ratio,40.0
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.16058394160583941
TR-Greedy,rouge2,0.14814814814814814
TR-Greedy,rougeL,0.16058394160583941
TR-Greedy,length_ratio,9.625
TR-Greedy,bleu,0.08573647450095861
TR-Greedy,rouge1,0.022727272727272728
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.022727272727272728
TR-Greedy,length_ratio,17.333333333333332
TR-Greedy,bleu,0.006149917424924613
TR-Greedy,rouge1,0.015873015873015872
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.015873015873015872
TR-Greedy,length_ratio,21.0
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.0
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.0
TR-Greedy,length_ratio,55.0
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.034782608695652174
TR-Greedy,rouge2,0.017699115044247787
TR-Greedy,rougeL,0.034782608695652174
TR-Greedy,length_ratio,67.0
TR-Greedy,bleu,0.004184430101881885
TR-Greedy,rouge1,0.0
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.0
TR-Greedy,length_ratio,89.0
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.06504065040650406
TR-Greedy,rouge2,0.04958677685950414
TR-Greedy,rougeL,0.06504065040650406
TR-Greedy,length_ratio,20.5
TR-Greedy,bleu,0.02317817320280623
TR-Greedy,rouge1,0.0
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.0
TR-Greedy,length_ratio,93.0
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.0
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.0
TR-Greedy,length_ratio,25.25
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.0
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.0
TR-Greedy,length_ratio,39.0
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.04255319148936171
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.04255319148936171
TR-Greedy,length_ratio,14.833333333333334
TR-Greedy,bleu,0.004369277675707915
TR-Greedy,rouge1,0.01639344262295082
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.01639344262295082
TR-Greedy,length_ratio,36.5
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.0
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.0
TR-Greedy,length_ratio,95.0
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.01652892561983471
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.01652892561983471
TR-Greedy,length_ratio,22.333333333333332
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.1724137931034483
TR-Greedy,rouge2,0.15789473684210528
TR-Greedy,rougeL,0.1724137931034483
TR-Greedy,length_ratio,8.125
TR-Greedy,bleu,0.11719991805050052
TR-Greedy,rouge1,0.02857142857142857
TR-Greedy,rouge2,0.014492753623188404
TR-Greedy,rougeL,0.02857142857142857
TR-Greedy,length_ratio,34.5
TR-Greedy,bleu,0.00846910394206446
TR-Greedy,rouge1,0.0
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.0
TR-Greedy,length_ratio,98.0
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.0
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.0
TR-Greedy,length_ratio,49.0
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.027586206896551724
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.027586206896551724
TR-Greedy,length_ratio,28.333333333333332
TR-Greedy,bleu,0.003741567601961751
TR-Greedy,rouge1,0.0
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.0
TR-Greedy,length_ratio,83.0
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.019230769230769232
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.019230769230769232
TR-Greedy,length_ratio,34.5
TR-Greedy,bleu,0.00399527241085975
TR-Greedy,rouge1,0.14492753623188404
TR-Greedy,rouge2,0.08823529411764705
TR-Greedy,rougeL,0.13043478260869565
TR-Greedy,length_ratio,9.2
TR-Greedy,bleu,0.03582515972814854
TR-Greedy,rouge1,0.01904761904761905
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.01904761904761905
TR-Greedy,length_ratio,79.0
TR-Greedy,bleu,0.004285889246676481
TR-Greedy,rouge1,0.10714285714285715
TR-Greedy,rouge2,0.0909090909090909
TR-Greedy,rougeL,0.10714285714285715
TR-Greedy,length_ratio,12.8
TR-Greedy,bleu,0.04629588336164946
TR-Greedy,rouge1,0.015873015873015872
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.015873015873015872
TR-Greedy,length_ratio,21.75
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.07575757575757576
TR-Greedy,rouge2,0.06153846153846154
TR-Greedy,rougeL,0.07575757575757576
TR-Greedy,length_ratio,30.666666666666668
TR-Greedy,bleu,0.01322770962373162
TR-Greedy,rouge1,0.01360544217687075
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.01360544217687075
TR-Greedy,length_ratio,54.0
TR-Greedy,bleu,0.0028399007853711395
TR-Greedy,rouge1,0.0
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.0
TR-Greedy,length_ratio,28.5
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.03508771929824561
TR-Greedy,rouge2,0.01785714285714286
TR-Greedy,rougeL,0.03508771929824561
TR-Greedy,length_ratio,79.0
TR-Greedy,bleu,0.004040940081572238
TR-Greedy,rouge1,0.0
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.0
TR-Greedy,length_ratio,36.5
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.020618556701030927
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.020618556701030927
TR-Greedy,length_ratio,35.5
TR-Greedy,bleu,0.004338486684248593
TR-Greedy,rouge1,0.0
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.0
TR-Greedy,length_ratio,10.142857142857142
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.012987012987012988
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.012987012987012988
TR-Greedy,length_ratio,10.142857142857142
TR-Greedy,bleu,0.0035896057761679325
TR-Greedy,rouge1,0.07462686567164178
TR-Greedy,rouge2,0.06060606060606061
TR-Greedy,rougeL,0.07462686567164178
TR-Greedy,length_ratio,49.0
TR-Greedy,bleu,0.003911357669587414
TR-Greedy,rouge1,0.0
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.0
TR-Greedy,length_ratio,72.0
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.13071895424836602
TR-Greedy,rouge2,0.11920529801324505
TR-Greedy,rougeL,0.13071895424836602
TR-Greedy,length_ratio,17.0
TR-Greedy,bleu,0.03585235892435886
TR-Greedy,rouge1,0.1019108280254777
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.089171974522293
TR-Greedy,length_ratio,4.888888888888889
TR-Greedy,bleu,0.004676701587253592
TR-Greedy,rouge1,0.0
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.0
TR-Greedy,length_ratio,16.0
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.031007751937984496
TR-Greedy,rouge2,0.015748031496062992
TR-Greedy,rougeL,0.031007751937984496
TR-Greedy,length_ratio,27.0
TR-Greedy,bleu,0.003741567601961751
TR-Greedy,rouge1,0.0
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.0
TR-Greedy,length_ratio,65.0
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.041237113402061855
TR-Greedy,rouge2,0.021052631578947368
TR-Greedy,rougeL,0.041237113402061855
TR-Greedy,length_ratio,42.0
TR-Greedy,bleu,0.006457932819399957
TR-Greedy,rouge1,0.029411764705882356
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.029411764705882356
TR-Greedy,length_ratio,29.0
TR-Greedy,bleu,0.0035896057761679325
TR-Greedy,rouge1,0.0196078431372549
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.0196078431372549
TR-Greedy,length_ratio,12.0
TR-Greedy,bleu,0.004746217623730004
TR-Greedy,rouge1,0.01904761904761905
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.01904761904761905
TR-Greedy,length_ratio,70.0
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.0
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.0
TR-Greedy,length_ratio,74.0
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.0
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.0
TR-Greedy,length_ratio,61.0
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.0
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.0
TR-Greedy,length_ratio,40.5
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.014388489208633093
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.014388489208633093
TR-Greedy,length_ratio,74.0
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.05
TR-Greedy,rouge2,0.025641025641025647
TR-Greedy,rougeL,0.05
TR-Greedy,length_ratio,29.5
TR-Greedy,bleu,0.009008643494904373
TR-Greedy,rouge1,0.20183486238532108
TR-Greedy,rouge2,0.18691588785046725
TR-Greedy,rougeL,0.20183486238532108
TR-Greedy,length_ratio,10.142857142857142
TR-Greedy,bleu,0.06447959223908561
TR-Greedy,rouge1,0.03571428571428572
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.03571428571428572
TR-Greedy,length_ratio,19.0
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.017699115044247784
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.017699115044247784
TR-Greedy,length_ratio,9.2
TR-Greedy,bleu,0.005749785925016119
TR-Greedy,rouge1,0.016393442622950817
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.016393442622950817
TR-Greedy,length_ratio,5.571428571428571
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.0
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.0
TR-Greedy,length_ratio,58.0
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.0
TR-Greedy,rouge2,0.0
TR-Greedy,rougeL,0.0
TR-Greedy,length_ratio,27.666666666666668
TR-Greedy,bleu,0.0
TR-Greedy,rouge1,0.05769230769230769
TR-Greedy,rouge2,0.0392156862745098
TR-Greedy,rougeL,0.05769230769230769
TR-Greedy,length_ratio,32.5
TR-Greedy,bleu,0.01032410209497828
TR-Greedy,rouge1,0.02247191011235955
